topic_id,blog_id,user_id,topic_type,topic_title,topic_text,topic_tags,topic_date_add,topic_date_edit,topic_user_ip,topic_rating,topic_count_vote_abstain,topic_count_read,topic_count_comment,topic_count_favourite,topic_text_hash,topic_extra
131,66,57,topic,Чудо зверь или мутант ????,"Вот такое чудо попалось мне как то, по размеру где то 5-7 сантиметров… Так и не понял что это был за зверь… Если кто знает — напишите название.<img src=""http://vtemirtau.kz/uploads/images/00/00/57/2011/04/03/9f7a66.jpg""/><br/>
 <br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/57/2011/04/03/2be68a.jpg""/><br/>
 ","Насекомые,Темиртау,фотографии",2011-04-03 13:54:38,2011-04-03 21:12:24,92.46.132.15,1.000,0,2725,10,0,557c421784ffaa9952f08a7a5a293083,"s:0:"""";"
132,37,105,topic,Лого для vtemirtau.kz,"Всем доброго времени суток, Я житель Темиртау, и от делать нечего решил нарисовать логотип для данного сайта.В общем оцените)<br/>
<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/01/05/2011/04/03/8f48c0.png""/><br/>
<br/>
А вот ссылка на лого с прозрачным фоном(<strong>для админа</strong>)<br/>
<a href=""http://dle-forum.kz/JaGGeR/VTemirtau2.png"" rel=""nofollow"">dle-forum.kz/JaGGeR/VTemirtau2.png</a><br/>
<br/>
<strong>Добавил еще один вариант</strong><br/>
<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/01/05/2011/04/03/b579221161.png""/><br/>
<br/>
<strong>Мой окончательный результат</strong><br/>
<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/01/05/2011/04/05/560bfc.png""/><br/>
<br/>
<a href=""http://dle-forum.kz/JaGGeR/VTemirtau4_Т.png"" rel=""nofollow"">dle-forum.kz/JaGGeR/VTemirtau4_Т.png</a>(<strong>Прозрачный фон</strong>)","Лого,VTemirtau",2011-04-03 20:20:42,2011-04-05 07:47:39,89.218.102.15,1.000,0,2126,12,1,b3b144b600bc8e9c9763ce9737dbb57e,"s:0:"""";"
133,1,1,topic,День выборов,"Пенсионер Акакий Петрович встал сегодня пораньше — сегодня самое значимое событие в стране — выборы. Он не хотел пропустить такое важное событие, и решил прийти в числе первых, к тому же первым как всегда обещали подарки. Намазав остатки маргарина на хлеб и позавтракав этим бутербродом с чаем, он отправился в путь, по дороге думая, о том что это не просто выборы президента — это выборы нашего будущего — очень ответственный шаг. Его думы прервал молодой голос:<br/>
<br/>
 — Здравствуйте, Акакий Петрович! — это был сосед Васька, студент одного из самых престижных ВУЗов страны.<br/>
<br/>
 — Здравствуй! А ты чего так рано? Да еще и в воскресенье, чего не спится?<br/>
<br/>
 — Так выборы же сегодня. Нам куратор сказала обязательно проголосовать до 9.00 часов, а то грозила не поставить зачет — сказал Васька.<br/>
<br/>
 — А ты за кого голосовать будешь?<br/>
<br/>
 — За Назарбаева, конечно. Просто боюсь, что если что-то поменяется, то меня могут снять с гранта. А так есть возможность учиться бесплатно, да еще и стипендию получаю. Ну ладно, я побежал! — прокричал Васька, ускорив шаг.<br/>
<br/>
 — Беги-беги — отозвался Акакий Петрович — Все-равно с моими старыми и больными ногами мне за тобой не угнаться. Сказал он это и продолжил свои прерванные думы. — А что если мне тоже за Назарбаева проголосовать, все-таки он многое для страны сделал, и каждый год пенсии нам повышает — подумал пенсионер, немного удивившись что последнее время пенсии стало все больше не хватать. Мимо проходили молодые люди, мамаши с детьми, и другие пенсионеры тоже ковыляли на выборы.<br/>
Все двигались в сторону старой школы, в которой учился еще сам Акакий Петрович. Подходя к школе он заметил что ничего с тех пор не поменялось, все тот же старый двор, футбольное поле без одних ворот и покосившийся бетонный забор, правда теперь весь обклеенный листовками с портретом Елбасы. «Точно нужно за Назарбаева голосовать» — снова подумал Акакий Петрович. Вдоль забора все было заставлено дорогими машинами. Внутри школы стояли столы со всякими сладостями, но пенсионер решил не зариться на них, потому что до пенсии было еще 2 дня, а маргарин дома кончился. <br/>
<br/>
 — Здравствуйте! — это был Нурсултан, сын старого друга Акакия Петровича.<br/>
<br/>
 — Привет, Нурик! Вижу тоже пораньше пришел проголосовать?<br/>
<br/>
 — Да, потом еще на работу нужно идти. — С недавнего времени Нурсултан взял в ипотеку квартиру, и ему пришлось устроиться на вторую работу.<br/>
<br/>
-А за кого голосовать-то будешь?<br/>
<br/>
 — За тезку своего, конечно. А то если что-то поменяется в стране, потеряю работу, как семью кормить буду?<br/>
<br/>
 — Это да — Акакий Петрович уже более твердо решил голосовать за Нурсултана Абишевича.<br/>
<br/>
В большом фойе школе толпились люди. Акакий Петрович занял очередь и стал рассматривать их. У всех были недовольные лица: полусонные студенты, мужики с бодунища, женщины с детьми, пенсионеры охая и ахая тоже стояли в очереди. Один парень из толпы как-то особенно выделялся: стоял прямо и смотрел на всех с какой-то снисходительной улыбкой, как будто он знал что-то особенное. Через десять минут пенсионер получил свой бланк для голосования, и прошел в кабинку.<br/>
<br/>
 — За Назарбаева — решил он, и бросил свой бюллетень в ящик.<br/>
<br/>
Уходя из школы он снова облизнулся на сладости, и обратил внимание на новые дорогие машины — народ подтягивался на выборы.<br/>
<br/>
<br/>
<strong>Продолжение. Несколько часов спустя</strong><br/>
<br/>
Бизнесмен Нурсиянбаев проснулся от звонка сотового телефона, звонил его заместитель.<br/>
 — Алло. Да. Точно все проголосовали? Смотри у меня, если что-то не так акимат нам это припомнит. Ну все тогда, можешь идти отдыхать, завтра не опаздывай на работу.<br/>
<br/>
У Нурсиянбаева был свой доходный бизнес, небольшая фирма где работало 30 человек. За 2 недели до выборов к нему несколько раз звонили и даже приходили представители от акимата и просили чтобы все сотрудники фирмы проголосовали с утра и Нурсиянбаев потом доложил им об этом. Он тут же набрал номер ответственного лица и поспешил ему отрапортовать о своих успехах. Однако радость его была преждевременна, ответственное лицо попросило бизнесмена проголосовать и ему тоже.<br/>
<br/>
Он оделся, отхлебнул свежеприготовленный кофе, дожевал бутерброд с икрой и отправился к своей машине. На улице шел дождь. Бизнесмен негромко выматерился на погоду — он только вчера помыл машину. По дороге к участку он решил немного подумать о выборах.<br/>
<br/>
 — А чего думать-то, — говорил он сам себе, — все уже решено за нас. Да и к тому же Назарбаев нормальный мужик, зарабатывает хорошие деньги сам, и дает заработать их таким как я. А придет новый, отменит систему откатов — мы же тогда не сможем работать и разоримся… Его мысли прервались, потому что он почти на полном ходу влетел в большую яму. «Когда же эти уроды начнут делать хорошие дороги — возмутился Нурсиянбаев. — Нужно срочно покупать джип».<br/>
<br/>
Тем времнем он подъехал к своему участку, вышел из машины и вошел в здание. Народу почти не было. Бизнесмен, осмотрев всех присутствующих, узнал одного инспектора, который 2 месяца назад остановил Нурсиянбаева за превышение скорости. Он хорошо запомнил инспектора, потому что тот не долго думая согласился все развести за деньги. «На выборах все равны» — подумал Нурсиянбаев и, бросив бюллетень с голосом за Елбасы, постарался поскорее уйти, чтобы не попасться на глаза инспектору, а то мало ли чего.<br/>
",выборы,2011-04-03 20:48:10,NULL,92.46.136.4,0.000,0,1853,1,0,bb45a692b7d34204fb98dec5174f8c53,"s:0:"""";"
134,120,110,topic,Видеообзор игры Call Of Duty: Black Ops от RedSide records,"Мы конечно понимаем, что обзорщиков сегодня развелось, как говорится, хоть жопой ешь, но в Казахстане нас, таких идиотов пока еще вроде не очень много. Так что представляем наш обзор игры Call Of Duty: Black Ops.<br/>
<object width=""640"" height=""385""><param name=""wmode"" value=""opaque""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowScriptAccess"" value=""always""></param><param name=""src"" value=""http://v.kiwi.kz/v/0m0fdaw0o6c5/""></param><param name=""allowfullscreen"" value=""true""></param><embed src=""http://v.kiwi.kz/v/0m0fdaw0o6c5/"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""640"" height=""385"" wmode=""opaque""></embed></object><br/>
","игры,компьютер,Call of duty,обзор,видео,видеообзор,рецензия,RedSide records,games,review.videoreview",2011-04-14 13:13:57,NULL,92.46.152.181,0.000,0,1882,0,0,9e7585ba33cdd20a79d4380a282c8b7a,"s:0:"""";"
135,22,110,topic,Видеообзор игры Alan Wake от RedSide records,"Видеообзор игры Alan Wake от RedSide records<br/>
<object width=""640"" height=""385""><param name=""wmode"" value=""opaque""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowScriptAccess"" value=""always""></param><param name=""src"" value=""http://v.kiwi.kz/v/gfwgb9s3ygl9/""></param><param name=""allowfullscreen"" value=""true""></param><embed src=""http://v.kiwi.kz/v/gfwgb9s3ygl9/"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""640"" height=""385"" wmode=""opaque""></embed></object><br/>
<br/>
<br/>
Если понравился этот обзор, остальные можно посмотреть на наших каналах:<br/>
YouTube: <a href=""http://www.youtube.com/user/redsiderec"" rel=""nofollow"">www.youtube.com/user/redsiderec</a><br/>
Kiwi: <a href=""http://kiwi.kz/user/redside/"" rel=""nofollow"">kiwi.kz/user/redside/</a>","games,review,video,videoreview,RedSide records,игры,игра,Xbox 360,консоль,эксклюзив,обзор,рецензия,видеообзор,Alan Wake",2011-04-15 18:27:48,2011-04-24 23:30:28,92.46.154.88,1.000,0,1869,0,0,9a7c4a7e6f98b0b8851bdf7200abcdfd,"s:0:"""";"
136,38,16,topic,Тайский бокс !,"Люди помогите найти где находится школа муайт тай в Темиртау, сам я ожу на боевое самбо у меня борьба отличная а вот ударная техника храмает! помогите!!!",Тайский бокс ! в темиртау,2011-04-21 22:15:40,2011-04-24 23:30:22,95.57.4.94,1.000,0,4781,1,0,bbe0e6755f0eb873d8356527f640fea6,"s:0:"""";"
137,46,42,link,ремонт дорог у нас в городе.,"возникает вопрос, а не дураки ли, у нас, ремонтируют дороги, причём каждый год, на одном и том же месте. ссылка на kiwi.",блоги,2011-04-23 20:27:53,2022-10-14 13:39:53,89.218.99.103,1.000,0,2535,15,0,0e24deab61e4277c80658a8996882fdb,"a:2:{s:3:""url"";s:34:""http://kiwi.kz/watch/qwvrwya15ln0/"";s:10:""count_jump"";i:1705;}"
138,12,68,topic,23.04.2011 День обниманий в Темиртау))),"23.04.2011 несколько девушек, в составе 4х человек, ходили по городу (мне попались в районе пр.Комсомольский) с листовками «Обниму просто так». Еще все это фотографировали)))<br/>
Так вот, может кто знает их, или видел, или просто где то уже выложены эти фото.",девушки,2011-04-24 18:06:49,2011-04-24 23:20:26,95.57.37.199,1.000,0,2020,8,0,ae65c6998a6d8466bbca6a8f10bf46c5,"s:0:"""";"
139,3,16,topic,видео о Темиртау,"<object width=""640"" height=""385""><param name=""wmode"" value=""opaque""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowScriptAccess"" value=""always""></param><param name=""src"" value=""http://v.kiwi.kz/v/4cmz94ufvq4s/""></param><param name=""allowfullscreen"" value=""true""></param><embed src=""http://v.kiwi.kz/v/4cmz94ufvq4s/"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""640"" height=""385"" wmode=""opaque""></embed></object><br/>
",видео о Темиртау,2011-04-26 21:16:32,2011-04-27 17:02:02,82.200.251.45,1.000,0,2470,0,0,9eb1af757ecd838b5fc23518658326dd,"s:0:"""";"
140,20,16,topic,Боевое Самбо + видео," <br/>
коратко о боевоем самбо<br/>
Боевое самбо[6] — единоборство, созданное в 1930-х годах в СССР для обучения членов силовых структур. Тогда боевое самбо не считалось спортивной дисциплиной и являлось запрещенным к обучению гражданских лиц. Лишь в 1991 году боевое самбо было «рассекречено» и стало отдельным видом спорта (В 1994 году в Москве состоялся 1-й чемпионат России по боевому самбо)[7].<br/>
<br/>
В отличие от борьбы самбо задачей спортивного поединка является не только демонстрация бросковой техники борьбы в одежде или техники болевых приёмов. В поединке по боевому самбо важна именно эффективность технических действий по устранению физической агрессии.<br/>
<br/>
Решением задачи спортивного поединка является добровольное признание себя побеждённым одного из участников, либо через его явную небоеспособность. Именно поэтому в боевом самбо возможно применение технического арсенала из любого вида спортивного единоборства. Например: броски и удержания посредством захватов за одежду, болевые воздействия на связки и суставы (характерно для самбо и дзюдо), броски посредством классических захватов за тело (характерных для борьбы вольного и классического стилей), удушающие воздействия посредством захватов за одежду (характерно для дзюдо) и частей тела (это уже ближе к смешанным видам единоборств), всевозможные удары руками и ногами (характерные для различных видов ударных единоборств).<br/>
<br/>
В 2006 году был учреждён Кубок Президента Российской Федерации по самбо[8]. Кубок присуждается команде — победительнице ежегодно проводимого турнира по самбо (с вручением его уменьшенной копии).<br/>
 <br/>
<object width=""640"" height=""385""><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowScriptAccess"" value=""always""></param><param name=""src"" value=""http://v.kiwi.kz/v/se0f6htda18p/""></param><param name=""allowfullscreen"" value=""true""></param><embed src=""http://v.kiwi.kz/v/se0f6htda18p/"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""640"" height=""385"" wmode=""opaque""></embed></object><br/>
<br/>
 — <br/>
<object width=""640"" height=""385""><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowScriptAccess"" value=""always""></param><param name=""src"" value=""http://v.kiwi.kz/v/6zqpuni9qcaw/""></param><param name=""allowfullscreen"" value=""true""></param><embed src=""http://v.kiwi.kz/v/6zqpuni9qcaw/"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""640"" height=""385"" wmode=""opaque""></embed></object><br/>
",Боевое Самбо,2011-04-26 21:28:43,2011-04-27 16:56:18,95.57.55.121,1.000,0,2525,0,0,e43c5566528cfa1e921660a04e41603c,"s:0:"""";"
141,3,1,topic,В Темиртау восстанавливают брошенное жилье,"<strong><em>В Темиртау впервые за много лет — и причем активно — взялись за восстановление брошенных домов. В конце этого года чиновники планируют сдать их в эксплуатацию. После чего начнется массовое заселение людей. Но темиртаусцы уже сегодня стали переживать: кому же достанутся эти квартиры?</em></strong><br/>
 <br/>
Еще в 2006 году в Темиртау официально в крыше над головой нуждалось 312 семей, в 2010-м — 1 100, а на 1 января 2011 года число нуждающихся семей возросло до 1 200. Эти семьи годами стоят в социальной очереди на получение жилья. В нынешнем году появится возможность для 300 семей решить давний квартирный вопрос. Но получать жилплощадь они будут в порядке очереди.<br/>
 — За счет областного и городского бюджетов производится реконструкция пятиэтажного дома в старой части города по улице Колхозной, 14. Будет восстановлено 80 квартир площадью 6 тысяч 952 квадратных метра: по тридцать квартир 1-комнатных и 3-комнатных, двадцать квартир -2-комнатные. Конкурс проведен, победитель определен. В апреле уже был выплачен аванс, подрядчики приступили к работе. Также за счет средств местного бюджета планируется к данному дому провести инженерную коммуникационную инфраструктуру: воду, канализацию, электросети, — ввела в курс дела начальник ГУ «Отдел строительства, архитектуры и градостроительства» Гульмира Кусенова.<br/>
 <br/>
<br/>
За счет средств местного же бюджета будет восстанавливаться и аварийный подъезд дома по проспекту Республики, 103. Поcле реконструкции там появится 25 квартир вместо 20-ти — однокомнатные и двухкомнатные. Будет восстановлен один подъезд и по пр. Комсомольскому, 20/1, предусматриваются средства также и на ремонт кровли, фасада, планируется сделать подъездной путь, небольшое благоустройство. Эти дома переданы в коммунальную собственность. — Также в нынешнем году по госпрограмме предусмотрены средства на реконструкцию дома № 1 «А» в 4-А квартале, расположенном в старой части города. Проектно-сметная документация сейчас в разработке. После проведения госэкспертизы мы объявим конкурс на работы по восстановлению данного дома. В декабре этого года планируется уже ввести его в эксплуатацию. Там будет порядка 90 квартир. Кроме того, предусматривается предоставление жилья приезжим специалистам из сельской местности, которые будут устраиваться на работу через отдел занятости. <br/>
 <br/>
Жилищный фонд увеличим за счет восстановления брошенных домов. Сегодня УВД по поручению акима города разыскивает их хозяев, чтобы элементарно облагородить, осветить территории этих домов, огородить забором, сделать очистку площадей. В последующем эти дома будут переданы в госсобственность, — продолжает Гульмира Кусенова.Нам удалось пообщаться со сторожем одного из охраняемых им домов, за реконструкцию которого рабочие уже принялись. По его словам, поскольку дом пустовал несколько лет, его облюбовали местные бомжи, и прогнать их оттуда очень нелегко.<br/>
 — Они умудряются проникать туда ночью, без скандалов не обходится. На днях, когда заступил на смену, я прогнал из пустующего здания парочку бичей, которые занимались там сексом. Незадолго до этого, когда рабочие расчищали дом от хлама и строительного мусора, там находили использованные шприцы, презервативы, — говорит сторож.<br/>
 <br/>
<br/>
Появится в Темиртау и арендно-коммунальное жилье. Его приобретут по программе целевых трансфертов из республиканского бюджета на сумму более 80 миллионов тенге. Это еще 25 квартир. Человек, который получит такое жилье, выкупить его не сможет. Он будет жить там до тех пор, пока самостоятельно не приобретет себе квартиру. Затем это жилье человек должен сдать государству, чтобы оно перешло другому очереднику. А за время проживания ему придется оплачивать все коммунальные услуги и вносить небольшую арендную плату. В любом случае, говорят чиновники, цена будет меньше той, за которую жилье сдается в аренду физическими лицами.<br/>
 <br/>
Кстати, аким Темиртау Нуркен Султанов пообещал, что все заброшенные дома в городе постепенно будут восстановлены. А если  учесть, что планируется еще и строить жилые дома, то через пару-тройку лет в очереди на получение жилплощади будут стоять не сотни семей, а значительно меньше.<br/>
<br/>
","квартиры,новостройки,Темиртауский рабочий",2011-04-27 22:43:13,2011-04-28 09:54:35,95.57.6.37,0.000,0,3067,0,0,a1d9ddfa16b82781a08dac4d3cc5bde5,"s:0:"""";"
142,22,42,topic,вот ездюк,"<object width=""512"" height=""409""><param name=""wmode"" value=""opaque""></param><param name=""data"" value=""http://video.namba.kz/swf/flowplayer-3.1.5.swf""></param><param name=""allowfullscreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><param name=""src"" value=""http://video.namba.kz/swf/flowplayer-3.1.5.swf""></param><param name=""flashvars"" value=""config=http://video.namba.kz/flashvars.php?i=2168433_2168430__1127553""></param><embed src=""http://video.namba.kz/swf/flowplayer-3.1.5.swf"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""512"" height=""409"" wmode=""opaque""></embed></object><br/>
<br/>
если не показывает, вот ссылка на НАМБе.http://video.namba.kz/watch.php?id=1127553<br/>
",проезд на красный,2011-04-30 20:45:27,2011-04-30 20:52:34,92.47.167.56,0.000,0,1804,0,0,afa135f6abf4c914e3fd71dbe155080d,"s:0:"""";"
143,37,1,topic,Кое-что о нашем твиттере,"Если вы активный пользователь интернета, то наверняка слышали о такой штуке как twitter (<a href=""http://ru.wikipedia.org/wiki/Твиттер"" rel=""nofollow"">твиттер</a>). Последнее время этот сервис сильно набирает обороты, хотя все еще и остается забавой для гиков. Правда теперь это становится более доступно и для других, менее продвинутых юзверей: твиттер перевели на русский язык, а с недвнего времени в Казахстане теперь и сотовые операторы внедрили такую услугу. Но я вообще-то хотел написать про то, что твиттер — это очень удобная штука для получения новостей: фишка в том что любой желающий может запостить все что угодно в свой твиттер, и все его подписчики узнают это моментально, причем некоторые сразу по смс (это к слову об операторах сотовой связи).<br/>
 <br/>
Ну а теперь к сути. Хотя сайт сейчас и пребывает в полузапущенном состоянии, но постепенно развивается (слишком медленно, согласен) и сегодня я сделал такую фишку, что прикрутил обновления на сайте к твиттераккаунту <a href=""http://twitter.com/vtemirtau"" rel=""nofollow"">vtemirtau</a>. Теперь пользователи этого сервиса смогут узнавать о новостях на сайте (в дальнейшем думаю и о новостях города) легко и непринужденно. Просто следуйте за нами в <a href=""http://twitter.com/vtemirtau"" rel=""nofollow"">twitter </a>:)",twitter,2011-05-01 23:02:50,2011-05-01 23:03:19,95.57.48.32,0.000,0,1758,0,0,f41aee2f1c9cb1e8cd5d9447074931c7,"s:0:"""";"
144,1,1,topic,Больницы в Темиртау,"Таблица-справочник находится тут <a href=""http://vtemirtau.kz/hosp.html"">http://vtemirtau.kz/hosp.html</a><br/>
Тут список:<br/>
Медицинские учреждения Темиртау<br/>
Темиртауское представительство департамента <br/>
здравоохранения (ул. Чайковского, 26/3) 98-15-64, 98-16-84<br/>
Станция скорой и неотложной помощи (ул.Фурманова, 9) 103,98-05-05,98-27-33<br/>
Центр временной изоляции <br/>
и детоксикации (ул.Менделеева,8/1) 92-25-09<br/>
БОЛЬНИЦЫ<br/>
Городская больница № 3 (ул Чайковского, 22)<br/>
Директор 98-08-87<br/>
Приемный покой 98-24-45<br/>
Реанимация 98-24-49 <br/>
Центр амбулаторной хирургии и травматологии 98-53-34 <br/>
1-е хирургическое отделение 98-35-48<br/>
2-е хирургическое отделение 90-12-23<br/>
Травматологическое отделение 98-38-68 <br/>
2-е терапевтическое отделение 98-38-50 <br/>
Кардиологическое отделение 98-24-47 <br/>
Урологическое отделение 96-51-94<br/>
Неврологическое отделение 98-38-50<br/>
Аптека 98-34-66 <br/>
Отделение гравитации 98-24-47<br/>
Детская больница (ул Димитрова, 53)<br/>
Директор 92-28-13 <br/>
Приемный покой 92-27-91 <br/>
Реанимация 92-28-36 <br/>
Отделения 92-28-44<br/>
Инфекционная больница (ул Панфилова, 2)<br/>
Директор 93-47-47 <br/>
Приемный покой, 1-е отделение 93-46-00 <br/>
2-е отделение 93-48-16<br/>
Родильный дом (ул Димитрова, 53/1)<br/>
Директор 92-48-07 <br/>
Приемный покой 92-48-18<br/>
ДИСПАНСЕРЫ<br/>
Противотуберкулезный диспансер (улДимитрова, 166) 92-39-08, 92-39-09<br/>
Наркологический диспансер (ул Панфилова, 13)<br/>
Директор 93-55-86<br/>
Регистратура 93-42-27<br/>
Кожно-венерологический диспансер (ул Димитрова, 101)<br/>
Директор 92-21-18<br/>
Регистратура 92-33-60 <br/>
Смотровой кабинет 92-24-72<br/>
Больница посАктау (8 квартал)<br/>
Приемная 94-02-66 <br/>
Регистратура 94-03-00 <br/>
Психоневрологический диспансер (32 квартал) 92-39-65<br/>
ПОЛИКЛИНИКИ<br/>
Поликлиника № 1 (ул Чайковского, 26/3)<br/>
Директор 91-38-40 <br/>
Регистратура 91-53-69 <br/>
Корпус № 2 (ул Байсеитовой, 12/2) 98-57-70 <br/>
Регистратура детской поликлиники 98-44-57<br/>
Поликлиника № 2 (ул Димитрова, 53/3)<br/>
Директор 92-46-62 <br/>
Регистратура 92-29-81 <br/>
Регистратура детской поликлиники (улДимитрова, 53) 92-28-46<br/>
Поликлиника № 3 (ул Панфилова, 19) 93-44-77<br/>
Поликлиника № 4<br/>
Директор 44-76-24 <br/>
Регистратура 93-16-85 <br/>
Регистратура детской поликлиники 93-08-35<br/>
Поликлиника пос Актау 94-03-03<br/>
ФШК (117 квартал) 98-00-58<br/>
Центр крови (улДимитрова, 53/1) 92-48-19<br/>
Центр-СПИД (ул Байсеитовой, 21) 98-39-60, 98-34-98<br/>
Центр ЗОЖ (ул Димитрова, 43) 91-06-10<br/>
Детский противотуберкулезный санаторий (ул Амангельды) 93-64-97<br/>
ЧАСТНЫЕ МЕДИЦИНСКИЕ УЧРЕЖДЕНИЯ<br/>
Клиника «Астера» (ул Блюхера, 13/1) 98-61-84 <br/>
«Эко-терминал»(ул Димитрова, 53/2) 92-27-28 <br/>
Медицинский кабинет (дерматовенеролог, ЛОР) (ул Калинина, 34) 98-37-95<br/>
Уролог (6 микрорайон, 33) <br/>
«Нейрон» (пр Комсомольский, 26) 90-80-44 <br/>
«Норматив»(пр Республики, 29) 91-38-64 <br/>
«Арасан»(ул Тулебаева, 45) 92-39-15, 92-27-12 <br/>
Медицинский центр «Здоровье» (пр Металлургов, 20/2) 92-06-53 <br/>
Медицинский центр «Авиценна» (пр Металлургов, 22) 93-05-59 <br/>
«MAXISTOM» (ул Димитрова, 100) 92-32-94","справочник,больницы,медицинские учреждения",2011-05-01 23:23:24,2012-02-20 23:58:16,92.46.161.62,0.000,0,34365,0,0,9f48390eafa452562d918f79a18178dd,"s:0:"""";"
145,3,1,topic,День победы в Темиртау,"В первую очередь хочу поздравить всех темиртаусцев и посетителей сайта, а также ветеранов ВОВ с праздником Великой Победы! Хочу пожелать всем счастья, здоровья и долгих лет жизни в мире и согласии. Ну а теперь о том как отпраздновал 9 мая Темиртау.<br/>
На празднике было много людей<br/>
<img title=""9 мая темиртау"" src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/05/09/80689f.jpg"" alt=""9 мая темиртау""/><br/>
А также много солдат и ментов<br/>
<a name=""cut"" rel=""nofollow""></a> <br/>
<img title=""Солдаты и солдатки"" src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/05/09/a2e0be.jpg"" alt=""Солдаты и солдатки""/><br/>
Много людей и солдат<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/05/09/29f98f.jpg""/><br/>
И мало ветеранов (правда я думал что будет еще меньше)<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/05/09/9cfe27.jpg""/><br/>
Качество фоток фиговое, но вроде понятно. В прошлые годы была военная техника на парадах, а в этот раз лишь новенька «Победа»<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/05/09/a4b555.jpg""/><br/>
Аким поздравил ветеранов и жителей с праздником, но как-то сухо и вяло, никто даже не захлопал (один я как придурок поддержал его :)). Да и вообще все было как-то вяло, народ вообще не хлопал, никому. Я понимаю что поздравление полковника (выступал какой-то полковник) считанное с бумажки было не интересно и очень мертвое (так сказать слово поздравляю нужно уметь, как будто под дулом пистолета), но вот певицам и ветерану можно было бы похлопать (правда ветеран зачем-то стал рассказывать историю войны, что тоже странно). Кстати на минуте молчания некоторые продолжали беседовать между собой — это сильно раздражало. Ну и в конце был парад. За качество тоже извиняюсь.<br/>
<object width=""480"" height=""390""><param name=""wmode"" value=""opaque""></param><param name=""allowFullScreen"" value=""true""></param><br/>
<param name=""allowscriptaccess"" value=""always""></param><param name=""src"" value=""http://www.youtube.com/v/_SLQETkOcDQ?fs=1&amp;amp;hl=ru_RU""></param><param name=""allowfullscreen"" value=""true""></param><embed src=""http://www.youtube.com/v/_SLQETkOcDQ?fs=1&amp;hl=ru_RU"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""480"" height=""390"" wmode=""opaque""></embed></object><br/>
<br/>
<br/>
 <br/>
Кстати на киви видел парад в Жезгазгане, так там народ так приветсвовал марширующих, что любо-дорого посмотреть, а тут… Короче темиртаусцы все какие-то неправильные, стали забывать как нужно веселиться. Видел старые кадры празднования победы в 1945 — вот там действительно радость, слезы, счастье — чувства льют рекой. А с другой стороны — 66 лет празднуем победу, не слишком ли много, наверное все устали, и ветераны в том числе.<br/>
 <br/>
Короче вот такой день победы. Еще раз всех с праздником!","день победы,праздник,парад,фото,видео",2011-05-09 22:40:29,2011-05-09 22:47:02,95.57.13.106,0.000,0,4174,0,0,0d4d9cacb1f98ede5f03598261b27189,"s:0:"""";"
146,3,116,topic,Большие проблемы в газовой службе,"хочу обратить внимание жителей города на городские газовые фирмы. вернее на одну из них. <br/>
ОНИКС-ГАЗ. <br/>
в понедельник заказали  у них баллон. <br/>
в среду газ перестал гореть. вызвали их специалиста. сделал. <br/>
на следующее утро — опять не горит. <br/>
вечером в четверг снова вызвали газовика. снова сделал. <br/>
утром в пятницу — опять не горит. <br/>
купили в этот день новый редуктор. снова вечером вызвали специалиста из Оникса. сделал. поставил новый редуктор. всё — горит. через несколько часов включаем — не горит! <br/>
звоним в Оникс (это было около 20-00). <br/>
диспетчер отвечает: «мы работаем до 10. если сегодня успеют, то приедут. если нет, то звоните завтра.»  до 22 не приехали.<br/>
в итоге мы опять без газа. <br/>
и так с понедельника. а сейчас уже почти суббота. вот так работает Оникс-газ.","газ,проблема,плохие услуги",2011-05-13 22:45:41,2011-05-14 20:38:14,89.218.52.234,1.000,0,2665,2,0,0a2a90349ac0fc9f836df7c93324ce68,"s:0:"""";"
